id,ad_type,start_date,end_date,created_on,lat,lon,l1,l2,l3,l4,l5,l6,rooms,bedrooms,bathrooms,surface_total,surface_covered,price,currency,price_period,title,description,property_type,operation_type
yyxG+zBbrmL6SSy9MBntbQ==,Propiedad,12/04/2020,28/04/2020,12/04/2020,-31647345,-60713697,Argentina,Santa Fe,Santa Fe,,,,,,2,,,230000,USD,,Casa en venta de 3 dormitorios en Otros Barrios,"Magnífica casa interna ubicada en calle Mendoza 3100, en el centro de la ciudad. Se compone de cinco ambientes: living-comedor amplio, cocina sectorizada, 2 baños, tres dormitorios, pequeña terraza y patio seco.",Otro,Venta
wZC8FSSLHilc4ZjHwhpTwg==,Propiedad,12/04/2020,28/04/2020,12/04/2020,-31649061,-60707199,Argentina,Santa Fe,Santa Fe,,,,,,3,,,265000,USD,,Casa en venta de 5 dormitorios en Otros Barrios,"Hermosa casa desarrollada en planta alta, en la Peatonal San Martín 2300. Cuenta con 11 ambientes: Hall de ingreso, amplio living-comedor, cocina-comedor, lavadero, 3 baños y 5 dormitorios.  Patio y gran terraza con quincho.   3 Oficinas con balcón al frente.",Otro,Venta
70sTPA2Eemah5GfJDzdfEw==,Propiedad,20/05/2020,15/09/2020,20/05/2020,,,Argentina,Santa Fe,Santa Fe,,,,,,,,,,,Mensual,URQUIZA  2300,"Departamento en URQUIZA 2300, Santa Fe, Santa Fe",Departamento,Alquiler
LLKO3amkm1uv+coFRwS0cg==,Propiedad,20/05/2020,01/06/2020,20/05/2020,,,Argentina,Santa Fe,Santa Fe,,,,,1,,,,,,Mensual,AVENIDA FREYRE  2300,"Departamento en AVENIDA FREYRE 2300, Santa Fe, Santa Fe",Departamento,Alquiler
qgsVvIsfMX8DLHGt4Q7Sug==,Propiedad,20/05/2020,31/12/9999,20/05/2020,,,Argentina,Santa Fe,Santa Fe,,,,,2,,,,,,Mensual,GENERAL LOPEZ 3200,casa apta oficina- 2 dormitorios- baño-cocina- terraza,Casa,Alquiler
y/3LmlrW4e5AIJJJVA0oWQ==,Propiedad,20/05/2020,01/09/2020,20/05/2020,,,Argentina,Santa Fe,Santa Fe,,,,3,1,,,,11000,ARS,,Se Alquila Departamento zona Costanera,"Departamento inernos PLANTA BAJA compuesto por: amplia Cocina-comedor con lavadero incorporado, 1 dormitorio y Ba&ntilde;o completo, patio verde, TODOS LOS SERVICIOS<br />
PLANTA ALTA compuesto de: Amplia Cocina-comedor con lavadero incorporado y balc&oacute;n, 1 dormitorio, ba&ntilde;o completo, ba&ntilde;o completo. TODOS LOS SERVICIOS<br /><br />
 - Comedor\n- Cocina\n- Lavadero\n- Acepta mascotas\n- Apto estudiantes\n- Calef. por Radiadores\n <br />
 Ref#490773.",Departamento,Alquiler
tKLjYFfMOVystWXVA+YtLA==,Propiedad,14/12/2019,27/06/2020,14/12/2019,-31642689,-607068,Argentina,Santa Fe,Santa Fe,,,,,,,1379,1141,,,Mensual,VENTA COMPLEJO DE COCHERAS,"Corredor Responsable: Ivana Batlle Casas - CCI Sante Fe Mat N-0149Contacto: Nicolas Laurino - MLS ID # 420291030-76Se vende IMPORTANTE PROPIEDAD, ubicada sobre calle San jerónimo 2800.<br>La misma cuenta con una superficie de terreno de 1.379 m2 .<br>Una Superficie cubierta de : 1.141 m2. <br>Actualmente funciona como cocheras.<br><br><br><br>IVANA BATLLE CASAS, Corredora Inmobiliaria CCI SANTA FE MAT. N° 0149<br><br><br><br><br><br>",Cochera,Venta
bJjPKb34u3d0Xq36IwlsVQ==,Propiedad,14/12/2019,23/03/2020,14/12/2019,-31571164,-6072914,Argentina,Santa Fe,Santa Fe,,,,,,,1341,1155,,,Mensual,Se vende inmueble comercial,"Corredor Responsable: Ivana Batlle Casas - CCI Sante Fe Mat N-0149Contacto: Nicolas Laurino - MLS ID # 420291030-82Se vende, local comercial ubicado en ochava. <br>Zona de alta circulación. <br>El inmueble cuenta con un excelente estado de mantenimiento y posee, galpón con ingreso independiente, dos baños, oficina y deposito<br>Cuenta con una superficie total: 1341 m2.<br><br><br><br>IVANA BATLLE CASAS, Corredora Inmobiliaria CCI SANTA FE MAT. N° 0149<br><br><br><br>",Depósito,Venta
RkNral+bCtLNWOofM5vzGQ==,Propiedad,14/12/2019,27/06/2020,14/12/2019,-31628481,-60682092,Argentina,Santa Fe,Santa Fe,,,,6,3,2,185,188,,,Mensual,Venta casa 3 dormitorios Barrio 7 Jefes,"Corredor Responsable: Ivana Batlle Casas - CCI Sante Fe Mat N-0149Contacto: Nicolas Laurino - MLS ID # 420291030-81Propiedad ubicada en calle Luciano Torrent al 900 de la localidad de Santa Fe.<br>La misma cuenta con un patio al frente y garage. <br>En su interior living, comedor, cocina comedor diario, un dormitorio con baño en suite en planta baja y patio con asador. <br>En planta alta encontramos dos dormitorios y un baño. <br>Excelente estado de mantenimiento.<br><br>IVANA BATLLE CASAS, Corredora Inmobiliaria CCI SANTA FE MAT. N° 0149<br><br><br><br><br>",Casa,Venta
GfyyEQBm0BOObiXQiuZ8sw==,Propiedad,14/12/2019,27/06/2020,14/12/2019,-31657087,-60708193,Argentina,Santa Fe,Santa Fe,,,,5,3,1,133,145,,,Mensual,Casa en venta Barrio Centro/ Sur,"Corredor Responsable: Ivana Batlle Casas - CCI Sante Fe Mat N-0149Contacto: Nicolas Laurino - MLS ID # 420291030-80Propiedad emplazada en planta baja (bajo regimen de propiedad horizontal) constituida por las calles 25 de Mayo y General Lopez , ideal para vivienda / estudio.<br>La misma se compone por un hall de ingreso, living-estar con hogar, cocina, baño, 2 dormitorios y terraza compartida<br>Actualmente se encuentra alquilada hasta Mayo 2021.<br><br><br><br>IVANA BATLLE CASAS, Corredora Inmobiliaria CCI SANTA FE MAT. N° 0149<br><br><br><br><br>",Casa,Venta
k36Qf8LMWVIW60DltefJUw==,Propiedad,14/12/2019,27/06/2020,14/12/2019,-31652867,-60707626,Argentina,Santa Fe,Santa Fe,,,,20,8,6,665,1189,,,Mensual,Juan de Garay 2500,"Corredor Responsable: Ivana Batlle Casas - CCI Sante Fe Mat N-0149Contacto: Nicolas Laurino - MLS ID # 420291030-75Ex Jockey Club.<br>A solo metros de la peatonal Santafecina y frente al teatro municipal, 1.118 m2 construidos distribuidos 2 plantas y  numerosas dependencias. Superficie total del terreno: 665 m2.<br><br><br><br>IVANA BATLLE CASAS, Corredora Inmobiliaria CCI SANTA FE MAT. N° 0149<br><br><br><br><br>",Casa,Venta
S4ka+Yhj3na4Ejk/CT1AWg==,Propiedad,14/12/2019,23/03/2020,14/12/2019,-31654514,-60708797,Argentina,Santa Fe,Santa Fe,,,,,,,140,140,38000,ARS,,Propiedad en planta alta IDEAL OFICINAS,"Corredor Responsable: Marcos Provvidenti - CCI Sta Fe N 0198Contacto: Julieta Piccioni - MLS ID # 420121147-106<br><br>Marcos Provvidenti CCI Santa Fe Mat: N º0198<br><br>Se alquila propiedad en planta alta única, ideal para oficinas ya que está distribuida y ambientada para armado de escritorios. Consta de 2 ambientes cerrados para gerencias o sala de reuniones, 2 kitchenets y 3 baños tipo toilettes <br>No se pagan expensas. Los impuestos se dividen con el resto del PH.<br>En la planta baja funciona un complejo de cocheras donde los ocupantes podrían guardar sus vehículos a bajo costo.<br><br>",Oficina,Alquiler
co2nDumMUQk6ntfGxK9iDg==,Propiedad,14/12/2019,27/06/2020,14/12/2019,-31616971,-60706415,Argentina,Santa Fe,Santa Fe,,,,5,3,2,309,268,160000,USD,,Se vende hermosa casa en zona Fomento 9 de Julio,"Corredor Responsable: Marcos Provvidenti - CCI Sta Fe N 0198Contacto: Rodrigo Martinez - MLS ID # 420121182-3<br><br>Marcos Provvidenti CCI Santa Fe Mat: N º0198<br><br>A cien metros de Av. Facundo Zuviria se vende casa de tres dormitorios, cochera doble, cocina comedor, patio seco y patio verde con pileta; la casa se encuentra recientemente refaccionada por lo que su estado es bueno con un gran ingreso de luz natural y ventilación.<br>La propiedad se desarrolla en un terreno de 9 x 34 m y cuenta con todos los servicios y documentación al día para ingresar a vivir ya.<br>Información de la zona: <br>La zona de fomento 9 de Julio se caracteriza por conservar el espíritu de barrio encontrándose a 5 minutos del centro de la ciudad. En cuanto a la accesibilidad la calle de ingreso al inmueble es asfaltada.<br>En la avenida Facundo Zuviria es posible encontrar paradas de múltiples lineas de colectivo, como así también innumerables comercios de diferentes rubros.",Casa,Venta
zEyuHiGhHrg8rBd3f8r9dQ==,Propiedad,14/12/2019,02/09/2020,14/12/2019,-31600835,-60685108,Argentina,Santa Fe,Santa Fe,,,,5,4,2,268,185,175000,USD,,Hermosa casa lista para entrar a vivir,"Corredor Responsable: Marcos Provvidenti - CCI Sta Fe N 0198Contacto: Nicolas Moor - MLS ID # 420121175-12<br><br>Marcos Provvidenti CCI Santa Fe Mat: N º0198<br><br>Casa de dos plantas, con cochera doble y patio verde con pileta. En la planta contamos con un dormitorio, baño completo, <br>amplio living, cocina comedor y lavadero techado.<br>En la planta alta tenemos un baño completo y 3 dormitorios, contando el principal con vestidor. ",Casa,Venta
xHBmZlSgTJKb25KaisaEOw==,Propiedad,06/07/2020,16/07/2020,06/07/2020,-316110339,-606860747,Argentina,Santa Fe,Santa Fe,,,,3,2,1,,,23000,ARS,,A CASSANELLO 1748,"Impecable casa modernizada a nueva, compuesta por cochera y jard&iacute;n para un veh&iacute;culo, living-comedor, cocina con barra desayunadora, lavadero incorporado,  dos dormitorios amplios, patio chico con asador. todos los servicios. listo para ingresar. impuestos incluidos. mas servicios.<br /><br />
  <br />
 Ref#520791.",PH,Alquiler
OIrJIj20SbBee/t91njEqA==,Propiedad,06/07/2020,16/07/2020,06/07/2020,-31656875,-60709552,Argentina,Santa Fe,Santa Fe,,,,,2,1,75,75,15500,ARS,Mensual,Departamento - Centro,"Amplio Departamento en zona Casa de Gobierno; Tribunales. Comodidades: dos dormitorios amplios con placares empotrados, cocina sectorizada, gran living comedor, baño con bañera. Disponible para el mes de Agosto.Posibilidad de alquilar con cochera.Todos los servicios.<br>Consultas:<br>Oficina: (107(fijo)<br>La rioja 2841<br>Cel: 342-4218976/ 342-5088301<br> Mat. 0474<br>",Departamento,Alquiler
9HBv+Jj7KVzpEj3cJ2xiQA==,Propiedad,06/07/2020,31/12/9999,06/07/2020,-316594717,-607214857,Argentina,Santa Fe,Santa Fe,,,,4,2,1,75,70,65000,USD,Mensual,VENTA - Dpto 2 dormitorios - Sur,"VENTA <br>Departamento - 3º por escalera<br>San Lorenzo y Uruguay - Barrio Sur<br>Piso completo de 2 dormitorios, ante ban?o, ban?o, amplio living-comedor, cocina sectorizada, lavadero, balco?n. Baulera exclusiva en terraza.<br>Terraza de uso comu?n con asador.<br>Alquilado hasta junio 2021<br>Renta mensual $17.500<br>NO posee expensas",Departamento,Venta
lABdozFR2QFxrdleoOXi6Q==,Propiedad,06/07/2020,07/07/2020,06/07/2020,-316236078,-606914381,Argentina,Santa Fe,Santa Fe,,,,8,3,2,,,140000,USD,,SE VENDE B° Sarg. Cabral,"Se vende Hermosa propiedad en dos plantas.  En Planta Baja nos encontramos con un Estar luminoso, Cocina-comedor, ba&ntilde;o,  lavadero, Garaje pasante para dos veh&iacute;culos, patio seco. En Planta Alta cuenta con un Escritorio, 3 Dormitorios amplios, Ba&ntilde;o completo con Hidromasajes. <br />
Dispone de todos los servicios.<br /><br />
 - Baulera\n- Comedor\n- Cocina\n- Lavadero\n- Escritorio\n- Hall\n- Living\n- Agua corriente\n- Desagüe cloacal\n- Gas natural\n- Pavimento\n- Luz\n- Vestidor\n- Agua Potable\n- Cochera fija cubierta\n <br />
 Ref#520606.",PH,Venta
pVlJe02yZ9UcUvNwLOsn5g==,Propiedad,28/04/2020,01/06/2020,28/04/2020,-315686087,-607257848,Argentina,Santa Fe,Santa Fe,,,,,,,,,500000,ARS,,Terreno en venta de 171m2 ubicado en Otros Barrios,Buen terreno sobre Calle Silva Genaro 5600. El mismo cuenta con una superficie total de 171 m2. Medidas 9x19m.,Otro,Venta
rBNg1mun0F+JrTTjT6CWKw==,Propiedad,28/04/2020,01/06/2020,28/04/2020,-316335354,-606898559,Argentina,Santa Fe,Santa Fe,,,,,,,,,178000,USD,,Terreno en venta de 236m2 ubicado en Otros Barrios,Gran terreno ubicado en calle Domingo Silva y Mitre. El mismo cuenta con una superficie total de 236 m2. Ubicado a 5 cuadras de Bv.  Gálvez.,Otro,Venta
QiBWCwqoFfTSV9pqUk1fSg==,Propiedad,28/04/2020,01/06/2020,28/04/2020,-31654526,-60710191,Argentina,Santa Fe,Santa Fe,,,,,,,,,20000,USD,,Cocheracubierta  en venta ubicado en Otros Barrios,Cochera cubierta en la calle San Jerónimo 1800. En pleno centro de la ciudad.,Otro,Venta
G7kxwewFEmNoOISK03Iyng==,Propiedad,28/04/2020,19/05/2020,28/04/2020,-316523394,-607082062,Argentina,Santa Fe,Santa Fe,,,,5,3,1,85,85,13000,ARS,Mensual,Departamento - Santa Fe,"ALQUILER <br>Dpto 3 dormitorios en zona sur de la ciudad, ideal para estudiantes del ISEF. <br>Se ubica en el piso 10, permitiendo una vista excelente. <br>Como particularidad, se destaca la zona común de espacio verde en planta baja y la posibilidad de traer a tu mascota para que disfrute de aquél como así también del imponente Parque frente al edificio.<br><br>Precio: $13.000<br>Expensas:$2.000<br>Impuestos:$570<br>",Departamento,Alquiler
KNWT3P5aXK6OwGUCm1oLBw==,Propiedad,28/04/2020,01/06/2020,28/04/2020,-316065139,-606762093,Argentina,Santa Fe,Santa Fe,,,,,,1,,,3600000,ARS,,Departamento en venta de 2 dormitorios en Otros Barrios,"Impecable departamento ubicado en calle Av.  Gral.  Paz 7100 (Pje.  Koch) a Estrenar. En su totalidad mide 86 m2, de los cuales 53 m2 son cubiertos y 33 m2 descubiertos. La unidad 5 es un interno desarrollado en planta baja.  Cuenta con tres ambientes: cocina-comedor, baño y dos dormitorios.  Además cuenta con un patio delantero y otro trasero.  El departamento se entrega con termotanque, cocina con horno, mesada y bajo mesada.  En Julio 2020.",Otro,Venta
0S1+Y8G2GL8mzgq27ozs+w==,Propiedad,28/04/2020,01/06/2020,28/04/2020,-3165375334,-6070865541,Argentina,Santa Fe,Santa Fe,,,,,,1,,,120000,USD,,VENTA!  Departamento sobre Peatonal Sur San Martín!,"2 Dormitorios c/ placard empotrado. Baño. Cocina comedor con muy buena iluminación.
Remodelado a nuevo ( pisos, ceramicos, aberturas, mesada bajomesada, cañerias, etc.)",Otro,Venta
YLycY6M96vDkuCmRqnslaQ==,Propiedad,28/04/2020,01/06/2020,28/04/2020,-316152571,-606935905,Argentina,Santa Fe,Santa Fe,,,,,,1,,,75000,USD,,Casa en venta de 2 dormitorios en Otros Barrios,"Magnífica casa ubicada sobre calle Calle Huergo 2300.  Se compone de tres ambientes: amplio living-comedor, cocina integrada, baño, dos dormitorios y pequeño patio seco con asador.",Otro,Venta
AohMKUdbppckYWN+pSi2Cg==,Propiedad,28/04/2020,01/06/2020,28/04/2020,-316180673,-606852979,Argentina,Santa Fe,Santa Fe,,,,,,1,,,110000,USD,,Casa en venta de 2 dormitorios c/ cochera en Otros Barrios,"Inmejorable casa en la calle Mitre 5700. El terreno en su totalidad mide 120m2. Se compone de cuatro ambientes: living-comedor, cocina-comedor diario, dos dormitorios, baño y pequeño cuarto de guardado. Terraza con asador, cochera y pequeño patio seco o cochera pasante para 2 autos.",Otro,Venta
8KQJ5eWDc2Nsi3G7kZdCoA==,Propiedad,28/04/2020,01/06/2020,28/04/2020,-31639113,-60708574,Argentina,Santa Fe,Santa Fe,,,,,,1,,,85000,USD,,Departamento en venta de 1 dormitorios en Otros Barrios,"Inmejorable departamento en Edificio Nuevo sobre calle Suipacha 2900. Se compone de dos ambientes: living-comedor, cocina integrada, un dormitorio con placard, baño y balcón.",Otro,Venta
28daS2E17KxIlmAqdCltsQ==,Propiedad,28/04/2020,01/06/2020,28/04/2020,-316171733,-606805109,Argentina,Santa Fe,Santa Fe,,,,,,1,,,120000,USD,,Casa en venta de 1 dormitorios c/ cochera en Otros Barrios,"Hermosa casa sobre Dorrego 5900. Se compone de tres ambientes: cocina-comedor, baño, un dormitorio.  Cochera para 2 autos.  Patio verde y quincho con asador. La propiedad tiene el interior renovado y la posibilidad de construir 1 dormitorio más.",Otro,Venta
lJ+qwpbSE2IDaRIqIgag3g==,Propiedad,28/04/2020,01/06/2020,28/04/2020,-316290988,-606964706,Argentina,Santa Fe,Santa Fe,,,,,,1,,,47000,USD,,Departamento en venta de 1 dormitorios en Otros Barrios,"Hermoso departamento nuevo sobre calle Belgrano 4300. Cuenta con dos ambientes: comedor-cocina, un dormitorio, un baño y balcón.",Otro,Venta
5DVKABQoxxXYVHWaJA/hwg==,Propiedad,28/04/2020,01/06/2020,28/04/2020,-316416038,-607026821,Argentina,Santa Fe,Santa Fe,,,,,,1,,,55000,USD,,Departamento en venta de 1 dormitorios en Otros Barrios,"Hermoso departamento en Gdor.  Crespo y Rivadavia, Apto uso profesional, hoy en día se utiliza como oficina. En su totalidad mide 60 m2, Cuenta con tres ambientes: living-comedor amplio, un dormitorio, un baño y  cocina separada.  Además tiene una baulera. Se ubica al frente en 1º piso por escalera.",Otro,Venta
lsMnpwRws9xLddwC1gmeNA==,Propiedad,28/04/2020,01/06/2020,28/04/2020,-316065139,-606762093,Argentina,Santa Fe,Santa Fe,,,,,,1,,,3000000,ARS,,Departamento en venta de 1 dormitorios en Otros Barrios,"Hermoso departamento a Estrenar en Av.  Gral Paz 7100 (Pje.  koch).  Interno desarrollado en planta baja. Cuenta con dos ambientes: cocina-comedor, baño, un dormitorio y un pequeño patio al frente.  El departamento se entrega con termotanque, cocina con horno, mesada y bajo mesada.  En Julio de 2020.",Otro,Venta
x5s9wFlHgvrgp0PITFgiow==,Propiedad,28/04/2020,01/06/2020,28/04/2020,-316290988,-606964706,Argentina,Santa Fe,Santa Fe,,,,,,1,,,62000,USD,,Departamento en venta de 1 dormitorios c/ cochera en Otros Barrios,"Impecable departamento nuevo sobre calle Belgrano 4300, barrio Candioti NorteDepartamento desarrollado en Planta Baja.  Cuenta con dos ambientes: cocina-comedor, baño, un dormitorio con vestidor y una cochera.",Otro,Venta
5h6XRlB/ViRP3rqohMLHXQ==,Propiedad,28/04/2020,01/06/2020,28/04/2020,-316280516,-607106461,Argentina,Santa Fe,Santa Fe,,,,,,1,,,85000,USD,,Casa en venta de 3 dormitorios c/ cochera en Otros Barrios,"Magnífica casa ubicada sobre calle Saavedra 4100, en frente de la Plaza Rebecq.  Cuenta con cinco ambientes: living-comedor, cocina-comedor, baño, tres dormitorios y pequeña terraza al frente. La casa se desarrolla en planta alta.  Posee un garage cubierto.",Otro,Venta
8bSIoI2h+CHsgadIezdLXA==,Propiedad,28/04/2020,01/06/2020,28/04/2020,-316065139,-606762093,Argentina,Santa Fe,Santa Fe,,,,,,1,,,3000000,ARS,,Departamento en venta de 1 dormitorios en Otros Barrios,"Magnífico departamento en Av.  Gral.  Paz 7100 (Pje.  Koch) a estrenar. Desarrollado en planta baja con ingreso independiente.  Cuenta con dos ambientes: comedor-cocina, baño, un dormitorio y un pequeño patio.  El departamento se entrega con termotanque, cocina con horno, mesada y bajo mesada.  Entrega Julio 2020.",Otro,Venta
wCxyORz4C7DFC5oKdLsfxw==,Propiedad,28/04/2020,01/06/2020,28/04/2020,-316403704,-607214466,Argentina,Santa Fe,Santa Fe,,,,,,2,,,80000,USD,,Casa en venta de 3 dormitorios en Otros Barrios,"Inmejorable casa desarrollada en planta alta en la calle Gdor.  Vera 3800. Cuenta con seis ambientes: hall de ingreso, living-comedor con balcón al frente, cocina separada y comedor diario.  3 Dormitorios, dos baños, lavadero y amplia terraza con asador.",Otro,Venta
m6d8KVHoIZt/X7RuAj06LA==,Propiedad,28/04/2020,01/06/2020,28/04/2020,-31647345,-60713697,Argentina,Santa Fe,Santa Fe,,,,,,2,,,180000,USD,,Casa en venta de 3 dormitorios en Otros Barrios,"Amplia casa interna ubicada en calle Mendoza 3100, en el centro de la ciudad. Se compone de cinco ambientes: living-comedor amplio, cocina sectorizada, 2 baños, tres dormitorios, pequeña terraza y patio seco. Ingreso por pasillo unico¡Llámenos para conocer más en detalle esta propiedad Tel: 2 Whatsapp  llamadasEmail: danialejandroespinosgmail. comRaices Inmobiliaria Santa Fe",Otro,Venta
iNtegHGZAt5m7EDKkxlT2A==,Propiedad,28/04/2020,01/06/2020,28/04/2020,-316440192,-607083936,Argentina,Santa Fe,Santa Fe,,,,,,2,,,85000,USD,,Departamento en venta de 3 dormitorios en Otros Barrios,"Magnífico departamento ubicado en la calle 9 de Julio 2700. Cuenta con cinco ambientes: living-comedor, cocina sectorizada, lavadero, tres dormitorios y baño principal y baño de servicio.",Otro,Venta
ev39PTxs/siWEqITDlVh8w==,Propiedad,28/04/2020,01/06/2020,28/04/2020,-31644481,-607114027,Argentina,Santa Fe,Santa Fe,,,,,,2,,,110000,USD,,Departamento en venta de 2 dormitorios en Otros Barrios,"Excelente departamento sobre calle La Rioja 3000.  En su totalidad mide 72 m2.  Cuenta con cuatro ambientes: living-comedor, cocina, dos dormitorios, dos baños y dos balcones.",Otro,Venta
6uzjih3hOAW1INS+ka+tIg==,Propiedad,28/04/2020,01/06/2020,28/04/2020,-31624344,-607150801,Argentina,Santa Fe,Santa Fe,,,,,,2,,,5300000,ARS,,Casa en venta de 3 dormitorios c/ cochera en Otros Barrios,"Inmejorable casa, galón y departamento sobre calle Pedro Zenteno 3700. En su totalidad el terreno mide 357 m2, y la sup.  cubierta son 327 m2.  La propiedad se compone de: una casa en planta baja, con 1 dormitorio, baño y cocina-comedor amplio.                                                         un galpón en el fondo, con entrada independiente por pasillo.                                                         un departamento en planta alta, con 2 dormitorios, baño, cocina-comedor y terraza.",Otro,Venta
SumZxP1wkZb4bw1kfh46bg==,Propiedad,28/04/2020,01/06/2020,28/04/2020,-31649061,-60707199,Argentina,Santa Fe,Santa Fe,,,,,,3,,,265000,USD,,Casa en venta de 5 dormitorios en Otros Barrios,"Hermosa casa desarrollada en planta alta, en la Peatonal San Martín 2300. Cuenta con 11 ambientes: Hall de ingreso, amplio living-comedor, cocina-comedor, lavadero, 3 baños y 5 dormitorios.  Patio y gran terraza con quincho.   3 Oficinas con balcón al frente.",Otro,Venta
QYSDz7imnaJGWJRSBzZ2Tg==,Propiedad,28/04/2020,01/06/2020,28/04/2020,-316353263,-606949114,Argentina,Santa Fe,Santa Fe,,,,,,3,,,320000,USD,,En el corazon de Barrio Candioti,"Excelente casa ubicada en la calle Maipú 1900, Barrio Candioti Norte.  En su totalidad mide 210 m2, de los cuales 180 m2 son cubiertos y 30 m2 descubiertos. Cuenta con siete ambientes: living-comedor, cocina-comedor diario, cuatro dormitorios, tres baños y  quincho con asador. Posee garage cubierto y patio verde.  Cuenta con dormitorio en suite.",Otro,Venta
j+T0KmEha2JomHfrsIhtwA==,Propiedad,28/04/2020,01/06/2020,28/04/2020,-316024913,-60668437,Argentina,Santa Fe,Santa Fe,,,,,,3,,,340000,USD,,Casa en venta de 3 dormitorios c/ cochera en Otros Barrios,"Magnífica casa sobre Talcahuano 7700, en Barrio Guadalupe. En su totalidad mide 1200 m2, de los cuales 180 m2 son cubiertos y 1020 m2 descubiertos. Cuenta con siete ambientes: living-comedor, cocina sectorizada, lavadero, escritorio, tres dormitorios (uno en suite), tres baños.  Patio verde con quincho y pileta. Posee dos garages semicubiertos.",Otro,Venta
Xdi5JYDItx+CxwYn3cIVqQ==,Propiedad,16/11/2019,31/12/9999,16/11/2019,-31645112,-607102964,Argentina,Santa Fe,Santa Fe,,,,6,,2,117,98,,,Mensual,Departamento - Centro,"Semipiso amplio y luminoso, de excelente calidad constructiva. <br>Cuenta con living-comedor con piso de madera impecable, que da al balcón corrido, al que se accede por puertas-ventanas de madera con persianas.<br>Pasillo al íntimo, con 3 dormitorios con pisos de madera, uno orientado al este, y dos de ellos con placares. Ventanas con persianas. Baño compartimentado en tres partes (se podrían obtener dos baños refaccionando ese espacio, uno de ellos en suite).<br>Cocina y lavadero a modernizar. Baño y habitación de servicio (puede ser el cuarto dormitorio o un escritorio).<br>Muy lindas vistas. <br>Terraza con box tendedero individual.<br>Cochera cubierta con portón automático y cómoda maniobra. <br>Edificio accesible, con rampa, son pocos los que construyen pensando en incluir a todos! Con portero y entrada con llave de seguridad.<br><br>Pi Propiedades<br>Matrículas: CCI Santa Fe 447 - COCIR 1557<br>Tel.: 342 4 669027<br><br>",Departamento,Venta
5S9Gob9G7ut/TnDfegByDQ==,Propiedad,16/11/2019,17/12/2019,16/11/2019,-31643474,-60705601,Argentina,Santa Fe,Santa Fe,,,,,,,95,72,,,Mensual,Venta Local Comercial PH Sobre peatonal,"Corredor Responsable: Marcos Provvidenti - CCI Sta Fe N 0198Contacto: Juan Manuel Rivero - MLS ID # 420121014-299<br><br>Marcos Provvidenti CCI Santa Fe Mat: N º0198<br><br>Local ubicado en la peatonal Norte en la misma cuadra que el ex Shopping Plaza Ritz.<br>Es al frente con deposito, baño y entrepiso.<br>4 metros de Vidriera <br>Local de 4,5 x 17, doble altura en gran parte del salon. PH y  sin Expensas.<br><br>",Local comercial,Venta
aks+GMQJhp06Fy/XSToJyw==,Propiedad,16/11/2019,10/12/2019,16/11/2019,,,Argentina,Santa Fe,Santa Fe,,,,3,2,1,75,75,530000,ARS,,VENTA/PLAN PILAY/ENTRE BOULEVARES,Corredor Responsable: Marcos Provvidenti - CCI Sta Fe N 0198Contacto: Wanda Koron - MLS ID # 420121123-120<br><br>Marcos Provvidenti CCI Santa Fe Mat: N º0198<br><br>Venta Plan Pilay. Plan: PV 03. Cuotas ordinarias 123.  Ampliación constructiva 2: 123 ctas.  Ampliación constructiva Aguinaldo 2. N°: 21.123.,Departamento,Venta
cjeNR76uxaaT2kZLOWW0BQ==,Propiedad,16/11/2019,23/03/2020,16/11/2019,-31599766,-60698468,Argentina,Santa Fe,Santa Fe,,,,4,2,1,152,74,70000,USD,,CASA AL FRENTE DE 2 DORMITORIOS EN PLANTA BAJA,"Corredor Responsable: Maria Gisela Di Pangrazio - CCI Santa Fe N 0425 Contacto: Wanda Gomez - MLS ID # 420191032-111Corredor Ma Gisela Di Pangrazio Matrícula N°0425<br><br>Casa desarrollada en planta baja compuesta de espacio al frente para ingreso de 2 vehículos uno al lado del otro, living-comedor, cocina, un baño, 2 dormitorios, salida a pasillo para llegar a patio seco con asador y cuarto para guardado y lavadero. Ubicación de la propiedad a dos cuadras de aristobulo del valle. Todos los Servicios. Aceptaria propiedad de similar valor, consultar.",Casa,Venta
mJw8qNSXP/ixOmG+HHhDoQ==,Propiedad,21/10/2019,31/12/9999,21/10/2019,,,Argentina,Santa Fe,Santa Fe,,,,,,,,,,,Mensual,EVA PERON 2700,INGRESO RECIBIDOR CON CALEFACTOR Y VENTILADOR DE TECHO-KITCHEN Y BAÑO-OFICINA CON CALEFACTOR Y SALIDA AL PATIO,Oficina,Alquiler
GMlA7FjPhvspybymWXmY4A==,Propiedad,21/10/2019,07/11/2019,21/10/2019,,,Argentina,Santa Fe,Santa Fe,,,,,1,,,,,,Mensual,CRESPO 2300,DTO 1 DORMITORIO CON PLACARD/ ESTAR/COCINA/ BALCON CONTRAFRENTE,Departamento,Alquiler
